Tweet,Stock_value,Stock_actual,Time_tweet
"[['i', 'look', 'at', 'futures', 'and', 'options', 'combined', 'because', 'it', 'provides', 'the', 'most', 'comprehensive', 'view']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['options', 'for', 'opec', 'repeating', 'column', 'from', 'a', 'few', 'weeks', 'ago', 'examining', 'the', 'strategic', 'choice', 'faced', 'by', 'oil', 'ministers', 'in', 'vi']]",,,"[19, 41, 42]"
"[['hedge', 'fund', 'ratio', 'of', 'long', 'to', 'short', 'positions', 'in', 'ice', 'gasoil', 'fell', 'to', 'from', 'the', 'previous', 'week', 'and', 'recent', 'high']]",,,"[18, 10, 37]"
"[['hedge', 'funds', 'cut', 'net', 'long', 'position', 'in', 'ice', 'gasoil', 'by', 'million', 'tonnes', 'to', 'million', 'tonnes', 'in', 'week', 'to', 'nov']]",,,"[18, 8, 44]"
"[['hedge', 'fund', 'ratio', 'of', 'long', 'to', 'short', 'positions', 'edged', 'up', 'to', 'on', 'nov', 'from', 'the', 'prior', 'week']]",,,"[15, 32, 0]"
"[['hedge', 'funds', 'have', 'cut', 'net', 'long', 'position', 'in', 'brent', 'by', 'million', 'bbl', 'over', 'last', 'two', 'weeks', 'after', 'increasing', 'it', 'by', 'm']]",,,"[15, 30, 34]"
"[['hedge', 'funds', 'cut', 'net', 'long', 'position', 'in', 'ice', 'brent', 'by', 'million', 'bbl', 'to', 'million', 'bbl', 'in', 'week', 'to', 'nov', 'longs', 'mn']]",,,"[15, 29, 8]"
"[['rt', 'chart', 'of', 'the', 'day', 'the', 'evolution', 'of', 'standard', 'oil', 'oott']]",2596.5025,2596.5025,"[9, 10, 29]"
"[['wti', 'flips', 'into', 'big', 'backwardation', 'after', 'pipeline', 'spill']]",,,"[15, 40, 36]"
"[['rt', 'this', 'is', 'so', 'englishly', 'arrogant', 'the', 'irish', 'question', 'is', 'one', 'the', 'irish', 'have', 'deep', 'and', 'visceral', 'views', 'about', 'surprising', 'to', 'som']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['thanks', 'boris', 'exclamationpoint', 'you', 'irresponsible', 'narcissist', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['they', 'were', 'exclamationpoint']]",2596.5025,2596.5025,"[13, 8, 45]"
"[['rt', 'poland', 's', 'government', 'has', 'two', 'choices', 'condemn', 'this', 'or', 'accept', 'that', 'others', 'will', 'see', 'this', 'as', 'behaviour', 'tolerated', 'by', 'the', 'law', 'and']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'don', 't', 'love', 'gdp', 'linkers', 'markets', 'dont', 'price', 'them', 'efficiently', 'only', 'reasonable', 'ex', 'ante', 'contractual', 'approach', 'would', 'b']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['today', 's', 'sunday', 'wrap', 'on', 'german', 'politics', 'why', 'the', 'recovery', 'is', 'sustainable', 'eib', 's', 'investment', 'survey', 'and', 'ecb', 's', 'communic']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'wenn', 'wahlen', 'etwas', 'ndern', 'w', 'rden', 'dann', 'w', 'ren', 'sie', 'schon', 'l', 'ngst', 'verboten', 'kurt', 'tucholsky', 'jemand', 'f', 'r', 'neuwahl']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['hardly', 'only', 'for', 'egyptians', 'to', 'show', 'respect', 'for', 'the', 'victims', 'exclamationpoint', 'like', 'football', 'terror', 'has', 'no', 'borders', 'or', 'nationalities']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['how', 'about', 'making', 'that', 'eur', 'm', 'questionmark', 'let', 's', 'get', 'real', 'here', 'exclamationpoint', 'eu', 'anti', 'propaganda', 'unit', 'gets', 'm', 'a', 'year', 'to', 'counter', 'russian', 'fak']]",2596.5025,2596.5025,"[13, 8, 27]"
"[['what', 'else', 'should', 'this', 'dude', 'read', 'as', 'they', 'prepared', 'a', 'bill', 'to', 'ban', 'sunday', 'shopping', 'questionmark', 'seriously', 'i', 'have', 'so', 'much', 'love', 'and']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'had', 'one', 'of', 'those', 'last', 'night', 'here', 'in', 'mitte', 'loving', 'it', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['well', 'chris', 'we', 'love', 'you', 'and', 'respect', 'your', 'careful', 'view', 'on', 'spending', 'but', 'one', 'man', 's', 'shopping', 'is', 'the', 'other', 'man', 's', 'pr']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'here', 'for', 'example', 'is', 'something', 'on', 'lower', 'trend', 'growth', 'from']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['no', 'kidding', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'what', 'many', 'suspected']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['god', 'please', 'do', 'bless', 'us', 'all', 'so', 'long', 'as', 'this', 'child', 'man', 'is', 'president', 'of', 'the', 'us', 'it', 'really', 'is', 'hilariously', 'funny', 'if']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'ken', 'clarke', 'is', 'a', 'national', 'treasure', 'staving', 'off', 'rebekah', 'brooks', 'campaign', 'for', 'prison', 'ships', 'blowing', 'gaffe', 'on', 'sun', 'cameron', 'pa']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'm', 'amazed', 'that', 'you', 'are', 'surprised', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['and', 'as', 'has', 'been', 'pointed', 'out', 'to', 'me', 'better', 'cars', 'and', 'a', 'better', 'fashion', 'industry', 'oh', 'i', 'm', 'tempted', 'to', 'add', 'a', 'more', 'stabl']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['oh', 'isabel', 'are', 'you', 'a', 'teaser', 'or', 'what', 'exclamationpoint', 'now', 'we', 'won', 't', 'be', 'able', 'to', 'sleep', 'for', 'several', 'days']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'fundamental', 'case', 'for', 'japanese', 'stocks']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['knowledge', 'leader', 'spotlight', 'microchip', 'technology', 'inc', 'a', 'fundamental', 'analysis']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['as', 'keystone', 'oil', 'pipeline', 'about', 'to', 'reopen', 'wti', 'brent', 'spread', 'widening', 'again', 'toward', 'a', 'barrel', 'from', 'a', 'barrel']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'it', 's', 'moot', 'until', 'more', 'rigs', 'get', 'added']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'good', 'news', 'for', 'wcs', 'as', 'crude', 'flows', 'south', 'bad', 'news', 'for', 'wti', 'as', 'more', 'flows', 'into', 'cushing', 'wti', 'brent', 'diff', 'likely', 'heading', 'back']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'a', 'woman', 'approached', 'the', 'post', 'with', 'dramatic', 'and', 'false', 'tale', 'about', 'roy', 'moore', 'she', 'appears', 'to', 'be', 'part', 'of', 'undercover', 'sting', 'opera']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['good', 'news', 'for', 'opec', 'it', 's', 'freezing', 'in', 'vienna', 'c', 'so', 'heating', 'oil', 'demand', 'should', 'be', 'doing', 'well', 'that', 's', 'bad', 'news', 'for']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'backwardation', 'in', 'wti', 'oil', 'didn', 't', 'last', 'much', 'back', 'to', 'a', 'shallow', 'contango', 'sign', 'the', 'market', 'isn', 't', 'yet', 'properly', 'ti']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'ciao', 'tutti', 'quick', 'reminder', 'saudi', 'oil', 'minister', 'al', 'falih', 'is', 'in', 'dubai', 'tomorrow', 'morning', 'and', 'delivering', 'a', 'speech', 'at', 'am', 'local']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'clash', 'between', 'opec', 'and', 'america', 's', 'oil', 'industry', 'is', 'reaching', 'a', 'day', 'of', 'reckoning', 'oott']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'pemex', 'ceo', 'becomes', 'mexico', 's', 'finance', 'minister']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['for', 'clients', 'a', 'reminder', 'we', 'will', 'be', 'live', 'blogging', 'the', 'opec', 'meeting', 'from', 'vienna', 'on', 'thursday', 'from']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['good', 'initiative', 'and', 'a', 'great', 'person', 'to', 'lead', 'it', 'to', 'lead', 'the', 'new', 'women', 'in', 'energy', 'program', 'at']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'unknown', 'traders', 'gain', 'influence', 'in', 'commodities', 'markets', 'via']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'saxo', 'bank', 'on', 'opec', 'meeting', 'a', 'failure', 'to', 'deliver', 'a', 'robust', 'message', 'could', 'send', 'the', 'price', 'sharply', 'lower']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'opec', 'non', 'opec', 'meeting', 'looking', 'to', 'clinch', 'agreement', 'to', 'extend', 'production', 'restraint', 'from', 'current', 'end', 'march', 'period', 'to', 'en']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'built', 'stocks', 'over', 'the', 'last', 'year', 'and', 'if', 'needed', 'i', 'm', 'prepared', 'to', 'tap', 'the', 'sjr', 'strategic', 'jamon', 'reserve']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'disappointed', 'that', 'missed', 'this', 'story']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'new', 'studio', 'exclamationpoint', 'for', 'in', 'london', 'with', 'loving', 'the', 'disco', 'floor', 'nodancing']]",,,"[18, 12, 57]"
"[['rt', 'oott', 'monday', 'unintentional', 'humour', 'from', 'a', 'fellow', 'equity', 'investor', 'this', 'am', 'nic', 'do', 'you', 'think', 'shale', 'e', 'amp', 'ps', 'are', 'serious', 'ab']]",,,"[18, 12, 43]"
"[['rt', 'strong', 'winds', 'over', 'vienna', 'and', 'a', 'bumpy', 'landing', 'will', 'it', 'be', 'smooth', 'sailing', 'for', 'opec', 'questionmark', 'oott']]",,,"[17, 36, 16]"
"[['noble', 'market', 'cap', 'drops', 'to', 'million', 'down', 'today', 'noble', 'sells', 'ethanol', 'business', 'for', 'm', 'a', 'loss', 'of', 'm', 'to', 'b']]",2594.24642857,2593.83642857,"[14, 45, 8]"
"[['bunds', 'have', 'closed', 'in', 'the', 'top', 'half', 'of', 'the', 'day', 's', 'trading', 'range', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'last', 'extended', 'to', 'days', 'o']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['eur', 'gbp', 'has', 'broken', 'the', 'previous', 'day', 's', 'high', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'last', 'extended', 'to', 'days', 'on', 'may', 'trading', 'days', 'ago', 'fx']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['aud', 'usd', 'has', 'posted', 'a', 'daily', 'trading', 'range', 'of', 'less', 'than', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'last', 'extended', 'to', 'days', 'o']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['last', 'week', 'was', 'the', 'th', 'week', 'in', 'a', 'row', 'that', 'bobls', 'had', 'posted', 'a', 'weekly', 'range', 'of', 'less', 'than', 'ticks', 'this', 'sequence', 'has', 'e']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['last', 'week', 'was', 'the', 'th', 'week', 'in', 'a', 'row', 'that', 'aud', 'usd', 'had', 'failed', 'to', 'break', 'the', 'previous', 'week', 's', 'high', 'this', 'sequence', 'last', 'e']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['last', 'week', 'was', 'the', 'th', 'week', 'in', 'a', 'row', 'that', 'the', 'dow', 'had', 'posted', 'a', 'weekly', 'trading', 'range', 'of', 'less', 'than', 'this', 'sequence']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['last', 'week', 'was', 'the', 'first', 'time', 'in', 'the', 'weeks', 'since', 'august', 'that', 't', 'notes', 'had', 'posted', 'a', 'weekly', 'trading', 'range']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['usd', 'jpy', 'has', 'ended', 'the', 'week', 'beneath', 'the', 'previous', 'week', 's', 'low', 'for', 'weeks', 'in', 'a', 'row', 'this', 'sequence', 'last', 'extended', 'to', 'w']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['last', 'week', 'was', 'the', 'first', 'time', 'in', 'at', 'least', 'years', 'that', 's', 'amp', 'p', 'futures', 'had', 'ended', 'the', 'week', 'in', 'the', 'top', 'half', 'of', 'the', 'week', 's']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['wti', 'has', 'ended', 'the', 'week', 'in', 'the', 'top', 'half', 'of', 'the', 'week', 's', 'trading', 'range', 'for', 'weeks', 'in', 'a', 'row', 'this', 'sequence', 'last', 'extende']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['gold', 'has', 'posted', 'a', 'weekly', 'trading', 'range', 'of', 'less', 'than', 'for', 'weeks', 'in', 'a', 'row', 'this', 'sequence', 'last', 'extended', 'to', 'we']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['schatz', 'has', 'closed', 'below', 'the', 'previous', 'day', 's', 'low', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'has', 'extended', 'to', 'days', 'only', 'once', 'in', 'the']]",2596.5025,2596.5025,"[13, 5, 0]"
"[['bunds', 'ended', 'thursday', 'within', 'ticks', 'of', 'the', 'midpoint', 'of', 'the', 'tick', 'range', 'seen', 'in', 'the', 'opening', 'sessions', 'of', 'the', 'wee']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['usd', 'chf', 'has', 'closed', 'below', 'where', 'the', 'session', 'opened', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'last', 'extended', 'to', 'days', 'on', 'may']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['wednesday', 's', 'point', 'fall', 'in', 'dax', 'futures', 'was', 'the', 'th', 'biggest', 'drop', 'seen', 'in', 'the', 'opening', 'sessions', 'of']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['eur', 'jpy', 'has', 'closed', 'below', 'where', 'the', 'session', 'opened', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'last', 'extended', 'to', 'days', 'on', 'april']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['gbp', 'usd', 'has', 'held', 'the', 'previous', 'day', 's', 'low', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'has', 'extended', 'to', 'days', 'only', 'once', 'in', 'the', 'se']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['after', 'days', 'the', 'trading', 'range', 'in', 'dax', 'futures', 'so', 'far', 'this', 'week', 'has', 'been', 'points', 'the', 'average', 'full', 'weekl']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['bobls', 'have', 'posted', 'a', 'daily', 'trading', 'range', 'of', 'less', 'than', 'ticks', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'last', 'extended', 'to', 'days']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['eur', 'jpy', 'has', 'closed', 'below', 'where', 'the', 'session', 'opened', 'for', 'days', 'in', 'a', 'row', 'the', 'run', 'last', 'extended', 'to', 'days', 'on', 'septemb']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'aide', 'what', 'we', 'need', 'now', 'is', 'a', 'great', 'feel', 'good', 'event', 'pm', 'a', 'royal', 'wedding', 'aide', 'great', 'we', 'should', 'find', 'ways', 'to', 'channel', 'publ']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['degas', 'and', 'melania', 'had', 'to', 'be']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['this', 'stuff', 'is', 'going', 'for', 'k', 'a', 'year', 'in', 'post', 'mifid', 'world', 'is', 'it', 'not', 'questionmark', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['yes', 'but', 'then', 'we', 'had', 'qe']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['phew', 'am', 'now', 'embarrassed', 'i', 'clicked']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['it', 's', 'a', 'lovely', 'chart', 'but', 'are', 'these', 'not', 'just', 'two', 'random', 'lines', 'plotted', 'together', 'to', 'fit', 'questionmark', 'am', 'ready', 'to', 'eat', 'hat', 'if', 'vix', 'is']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['often', 'it', 'll', 'be', 'msci', 'that', 'brings', 'us', 'a', 'client', 'says', 'blackrock']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'can', 't', 'believe', 'i', 'even', 'have', 'to', 'write', 'about', 'this', 'britain', 'leaving', 'the', 'irish', 'border', 'open', 'amp', 'defying', 'the', 'eu', 'to', 'put', 'up', 'customs']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['nails', 'the', 'story', 'of', 'the', 'day']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['are', 'we', 'now', 'going', 'to', 'reduce', 'meghan', 'markle', 'to', 'clothes', 'horse', 'hair', 'displayer', 'and', 'womb', 'provider', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['something', 'weirdly', 'fascinating', 'about', 'this']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'is', 'the', 'economy', 'suffering', 'from', 'the', 'crisis', 'of', 'attention', 'questionmark', 'h', 't', 'obvious', 'conclusion', 'to']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['never', 'apparently', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'if', 'uk', 'leaves', 'single', 'market', 'and', 'customs', 'union', 'it', 'automatically', 'makes', 'ni', 'roi', 'the', 'external', 'border', 'of', 'eu', 'ireland', 'is', 'then', 'bound']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['forgive', 'you', 'the', 'pun', 'if', 'you', 're', 'right']]",,,"[17, 51, 51]"
"[['good', 'point', 'always', 'tough', 'to', 'quantify', 'this', 'sort', 'of', 'thing', 'but', 'worth', 'it', 'for', 'the', 'debate']]",,,"[17, 51, 11]"
"[['the', 'day', 'today', 'november']]",2593.94642857,2593.86928571,"[15, 1, 7]"
"[['just', 'wonderful', 'thread']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'this', 'is', 'what', 'long', 'reads', 'were', 'made', 'for', 'on', 'britain', 's', 'love', 'affair', 'with', 'the', 'pre', 'made', 'sarnie']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'capecon', 'alternative', 'measures', 'of', 'global', 'trade']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['apac', 'opening', 'calls', 'asx', 'nikkei', 'hsi', 'nifty', 'csi']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['crypto', 'update', 'bitcoin', 'ether', 'bitcoincash', 'cryptocurrency', 'btc', 'eth', 'bch']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fx', 'update', 'eurusd', 'gbpusd', 'usdjpy', 'audusd', 'eurgbp']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['crypto', 'update', 'bitcoin', 'ether', 'bitcoincash', 'cryptocurrency', 'btc', 'eth', 'bch']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fx', 'update', 'eurusd', 'gbpusd', 'usdjpy', 'audusd', 'eurgbp']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'now', 'people', 'are', 'searching', 'for', 'buy', 'bitcoin', 'more', 'than', 'how', 'to', 'buy', 'gold']]",2594.24642857,2593.83642857,"[14, 45, 49]"
"[['european', 'opening', 'calls', 'ftse', 'dax', 'cac', 'mib', 'ibex']]",2596.5025,2596.5025,"[12, 31, 34]"
"[['crypto', 'update', 'bitcoin', 'ether', 'bitcoincash', 'cryptocurrency', 'btc', 'eth', 'bch']]",2596.5025,2596.5025,"[12, 12, 47]"
"[['fx', 'update', 'eurusd', 'gbpusd', 'usdjpy', 'audusd', 'eurgbp']]",2594.53,2594.53,"[7, 34, 34]"
"[['crypto', 'update', 'bitcoin', 'ether', 'bitcoincash', 'cryptocurrency', 'btc', 'eth', 'bch']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['crypto', 'update', 'bitcoin', 'ether', 'bitcoincash', 'cryptocurrency', 'btc', 'eth', 'bch']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fx', 'update', 'eurusd', 'gbpusd', 'usdjpy', 'audusd', 'eurgbp']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['us', 'opening', 'calls', 'dow', 'spx', 'nasdaq', 'igopeningcall']]",,,"[18, 46, 7]"
"[['crypto', 'update', 'bitcoin', 'ether', 'bitcoincash', 'cryptocurrency', 'btc', 'eth', 'bch']]",,,"[17, 13, 45]"
"[['fx', 'update', 'eurusd', 'gbpusd', 'usdjpy', 'audusd', 'eurgbp']]",,,"[17, 13, 32]"
"[['crypto', 'update', 'bitcoin', 'ether', 'bitcoincash', 'cryptocurrency', 'btc', 'eth', 'bch']]",2594.53,2594.53,"[8, 39, 17]"
"[['fx', 'update', 'eurusd', 'gbpusd', 'usdjpy', 'audusd', 'eurgbp']]",2594.53,2594.53,"[8, 39, 4]"
"[['crypto', 'update', 'bitcoin', 'ether', 'bitcoincash', 'cryptocurrency', 'btc', 'eth', 'bch']]",,,"[19, 3, 7]"
"[['fx', 'update', 'eurusd', 'gbpusd', 'usdjpy', 'audusd', 'eurgbp']]",,,"[18, 55, 10]"
"[['apac', 'closing', 'prices', 'asx', 'nikkei', 'hsi', 'hshares', 'csi']]",2594.30714286,2594.02,"[15, 8, 27]"
"[['defending', 'indecent', 'behavior', 'by', 'claiming', 'the', 'person', 'is', 'just', 'being', 'authentic', 'is', 'dimwitted', 'have', 'some', 'pride']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['congratulations', 'david', 'best', 'wishes']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['posing', 'them', 'under', 'andy', 'jackson', 'is', 'a', 'nice', 'touch']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['knowledge', 'can', 'feel', 'a', 'lot', 'like', 'analysis', 'when', 'the', 'latter', 'isn', 't', 'possible']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['if', 'the', 'mind', 'invests', 'significantly', 'in', 'understanding', 'an', 'extremely', 'complicated', 'asset', 'or', 'security', 'then', 'observes', 'the', 'se']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ideas', 'need', 'to', 'be', 'cut', 'and', 'polished', 'to', 'become', 'a', 'diamond', 'people', 'who', 'disagree', 'with', 'you', 'are', 'not', 'your', 'enemy', 'they', 're', 'doing', 'the', 'polishing']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['is', 'there', 'anything', 'suspicious', 'about', 'the', 'anonymity', 'of', 'satoshi', 'nakamoto', 'questionmark', 'what', 'is', 'his', 'her', 'their', 'primary', 'motivation', 'to', 'remain', 'unknown', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['mind', 'boggling', 'story', 'the', 'facts', 'of', 'which', 'i', 'have', 'not', 'seen', 'disputed', 'almost', 'forgotten', 'amidst', 'the', 'chaos', 'is', 'that', 'foreign']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['minutes', 'story', 'on', 'amazon', 'from', 'at', 'the', 'height', 'of', 'the', 'crazy', 'h', 't']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['david', 'cassidy', 's', 'daughter', 'said', 'that', 'her', 'father', 's', 'last', 'words', 'were', 'so', 'much', 'wasted', 'time', 'that', 'lands', 'like', 'a', 'left', 'hook']]",2587.55714286,2587.77142857,"[13, 30, 0]"
